,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
0,Max Aarons,eng ENG,DF,Norwich City,22-105,2000,28,27,"2,398",26.6,0,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.9,1.6,0.02,0.04,0.06,0.02,0.06,Matches
1,Che Adams,sct SCO,FW,Southampton,25-280,1996,25,21,"1,823",20.3,7,3,7,0,0,0,0,0.35,0.15,0.49,0.35,0.49,6.3,6.3,2.5,8.8,0.31,0.13,0.44,0.31,0.44,Matches
2,Rayan Aït Nouri,fr FRA,DF,Wolves,20-317,2001,18,15,"1,378",15.3,0,2,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,0.4,0.4,1.2,1.6,0.03,0.08,0.11,0.03,0.11,Matches
3,Kristoffer Ajer,no NOR,DF,Brentford,24-002,1998,20,19,"1,667",18.5,0,3,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.4,0.4,1.2,1.6,0.02,0.06,0.08,0.02,0.08,Matches
4,Nathan Aké,nl NED,DF,Manchester City,27-060,1995,10,8,761,8.5,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,0.7,0.7,0.5,1.2,0.09,0.06,0.14,0.09,0.14,Matches
5,Marc Albrighton,eng ENG,"FW,DF",Leicester City,32-152,1989,15,10,997,11.1,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.5,0.5,1.3,1.8,0.05,0.12,0.17,0.05,0.17,Matches
6,Thiago Alcántara,es ESP,MF,Liverpool,31-008,1991,19,13,"1,188",13.2,1,2,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,1.6,1.6,1.7,3.3,0.12,0.13,0.25,0.12,0.25,Matches
7,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23-194,1998,27,27,"2,403",26.7,2,12,2,0,0,1,0,0.07,0.45,0.52,0.07,0.52,2.3,2.3,9.9,12.2,0.09,0.37,0.46,0.09,0.46,Matches
8,Alisson,br BRA,GK,Liverpool,29-199,1992,29,29,"2,610",29.0,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Matches
9,Allan,br BRA,MF,Everton,31-101,1991,24,23,"2,024",22.5,0,2,0,0,0,6,1,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.9,1.1,0.01,0.04,0.05,0.01,0.05,Matches
10,Dele Alli,eng ENG,MF,Everton,26-008,1996,6,0,175,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.04,0.13,0.17,0.04,0.17,Matches
11,Dele Alli,eng ENG,"MF,FW",Tottenham,26-008,1996,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0.00,0.14,0.00,0.00,1.5,0.7,0.8,1.5,0.20,0.11,0.31,0.10,0.21,Matches
12,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,28-068,1994,24,14,"1,284",14.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.6,1.8,0.08,0.04,0.13,0.08,0.13,Matches
13,Marcos Alonso,es ESP,DF,Chelsea,31-112,1990,21,18,"1,592",17.7,2,3,2,0,0,6,0,0.11,0.17,0.28,0.11,0.28,2.2,2.2,3.7,5.9,0.13,0.21,0.33,0.13,0.33,Matches
14,Steven Alzate,co COL,MF,Brighton,23-223,1998,9,5,404,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches
15,Daniel Amartey,gh GHA,DF,Leicester City,27-119,1994,21,19,"1,713",19.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
16,Joachim Andersen,dk DEN,DF,Crystal Palace,25-323,1996,27,25,"2,286",25.4,0,3,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,1.8,2.3,0.02,0.07,0.09,0.02,0.09,Matches
17,Michail Antonio,jm JAM,FW,West Ham,32-022,1990,32,31,"2,727",30.3,8,7,8,0,1,8,1,0.26,0.23,0.50,0.26,0.50,9.8,9.6,6.3,15.8,0.32,0.21,0.53,0.32,0.52,Matches
18,Cameron Archer,eng ENG,"MF,FW",Aston Villa,20-272,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches
19,Alphonse Areola,fr FRA,GK,West Ham,29-051,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
20,Adam Armstrong,eng ENG,"FW,MF",Southampton,25-068,1997,21,15,"1,261",14.0,2,2,2,0,0,1,0,0.14,0.14,0.29,0.14,0.29,4.1,4.1,1.7,5.8,0.29,0.12,0.41,0.29,0.41,Matches
21,Stuart Armstrong,sct SCO,MF,Southampton,30-020,1992,19,12,"1,165",12.9,2,0,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,2.5,2.5,1.1,3.6,0.19,0.08,0.28,0.19,0.28,Matches
22,Kepa Arrizabalaga,es ESP,GK,Chelsea,27-198,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
23,Harrison Ashby,sct SCO,DF,West Ham,20-156,2001,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
24,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32-305,1989,14,12,"1,037",11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.50,0.07,0.57,0.36,0.43,Matches
26,Jordan Ayew,gh GHA,FW,Crystal Palace,30-220,1991,27,20,"1,722",19.1,2,3,2,0,0,1,0,0.10,0.16,0.26,0.10,0.26,2.9,2.9,2.2,5.2,0.15,0.12,0.27,0.15,0.27,Matches
27,Luke Ayling,eng ENG,DF,Leeds United,30-237,1991,23,23,"2,066",23.0,2,2,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,1.5,1.5,0.8,2.3,0.07,0.03,0.10,0.07,0.10,Matches
28,César Azpilicueta,es ESP,DF,Chelsea,32-234,1989,19,18,"1,525",16.9,0,2,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.7,0.7,1.9,2.6,0.04,0.11,0.16,0.04,0.16,Matches
29,Daniel Bachmann,at AUT,GK,Watford,27-284,1994,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24-253,1997,16,5,632,7.0,1,2,1,0,0,2,0,0.14,0.28,0.43,0.14,0.43,1.4,1.4,0.6,2.0,0.20,0.08,0.28,0.20,0.28,Matches
31,Eric Bailly,ci CIV,DF,Manchester Utd,28-007,1994,4,3,217,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
32,Folarin Balogun,eng ENG,FW,Arsenal,20-290,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.35,0.00,0.35,0.35,0.35,Matches
33,Patrick Bamford,eng ENG,FW,Leeds United,28-226,1993,9,7,559,6.2,2,2,2,0,0,2,0,0.32,0.32,0.64,0.32,0.64,3.9,3.9,1.0,4.9,0.63,0.15,0.78,0.63,0.78,Matches
34,Shandon Baptiste,gd GRN,MF,Brentford,24-011,1998,20,9,880,9.8,1,1,1,0,0,2,1,0.10,0.10,0.20,0.10,0.20,0.8,0.8,0.5,1.3,0.08,0.05,0.13,0.08,0.13,Matches
35,Ross Barkley,eng ENG,MF,Chelsea,28-135,1993,5,1,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.4,0.48,0.32,0.80,0.48,0.80,Matches
36,Ashley Barnes,eng ENG,FW,Burnley,32-171,1989,17,4,442,4.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.8,1.4,0.13,0.16,0.30,0.13,0.30,Matches
37,Harvey Barnes,eng ENG,"FW,MF",Leicester City,24-131,1997,25,20,"1,695",18.8,3,6,3,0,0,2,0,0.16,0.32,0.48,0.16,0.48,5.0,5.0,2.6,7.7,0.27,0.14,0.41,0.27,0.41,Matches
38,Lewis Bate,eng ENG,MF,Leeds United,19-172,2002,1,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
39,Mads Bech Sørensen,dk DEN,DF,Brentford,23-102,1999,6,4,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.05,0.06,0.01,0.06,Matches
40,Jan Bednarek,pl POL,DF,Southampton,26-007,1996,27,26,"2,269",25.2,4,0,4,0,0,8,0,0.16,0.00,0.16,0.16,0.16,2.4,2.4,0.6,2.9,0.09,0.02,0.12,0.09,0.12,Matches
41,Donny van de Beek,nl NED,MF,Everton,25-001,1997,6,5,429,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
42,Donny van de Beek,nl NED,MF,Manchester Utd,25-001,1997,8,0,75,0.8,1,0,1,0,0,0,0,1.20,0.00,1.20,1.20,1.20,0.7,0.7,0.5,1.2,0.88,0.58,1.46,0.88,1.46,Matches
43,Asmir Begović,ba BIH,GK,Everton,34-303,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
44,Saïd Benrahma,dz ALG,"FW,MF",West Ham,26-252,1995,29,23,"1,936",21.5,6,6,6,0,0,0,0,0.28,0.28,0.56,0.28,0.56,4.9,4.9,3.0,7.8,0.23,0.14,0.36,0.23,0.36,Matches
45,Rodrigo Bentancur,uy URU,MF,Tottenham,24-318,1997,11,10,848,9.4,0,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.8,1.1,0.03,0.09,0.12,0.03,0.12,Matches
46,Christian Benteke,be BEL,FW,Crystal Palace,31-137,1990,22,11,"1,115",12.4,4,1,4,0,0,3,0,0.32,0.08,0.40,0.32,0.40,5.4,5.4,1.1,6.4,0.43,0.09,0.52,0.43,0.52,Matches
47,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,31-174,1990,18,13,"1,102",12.2,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,1.7,1.7,0.3,2.0,0.14,0.03,0.16,0.14,0.16,Matches
48,Steven Bergwijn,nl NED,"FW,MF",Tottenham,24-193,1997,21,4,517,5.7,3,1,3,0,0,1,0,0.52,0.17,0.70,0.52,0.70,3.0,3.0,0.6,3.7,0.53,0.11,0.64,0.53,0.64,Matches
49,Ryan Bertrand,eng ENG,DF,Leicester City,32-257,1989,4,4,337,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.08,0.08,0.00,0.08,Matches
50,Mads Bidstrup,dk DEN,MF,Brentford,21-053,2001,4,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
52,Yves Bissouma,ml MLI,MF,Brighton,25-232,1996,22,21,"1,796",20.0,0,1,0,0,0,10,0,0.00,0.05,0.05,0.00,0.05,0.8,0.8,0.6,1.4,0.04,0.03,0.07,0.04,0.07,Matches
53,Willy Boly,ci CIV,DF,Wolves,31-075,1991,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
54,Jarrod Bowen,eng ENG,FW,West Ham,25-120,1996,31,30,"2,605",28.9,9,8,9,0,0,3,0,0.31,0.28,0.59,0.31,0.59,9.6,9.6,5.6,15.1,0.33,0.19,0.52,0.33,0.52,Matches
55,Jarrad Branthwaite,eng ENG,DF,Everton,19-296,2002,4,2,281,3.1,1,0,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,0.4,0.4,0.0,0.4,0.14,0.00,0.14,0.14,0.14,Matches
56,Armando Broja,al ALB,FW,Southampton,20-221,2001,27,18,"1,676",18.6,6,0,6,0,0,2,0,0.32,0.00,0.32,0.32,0.32,6.6,6.6,1.3,7.9,0.35,0.07,0.42,0.35,0.42,Matches
57,Josh Brownhill,eng ENG,MF,Burnley,26-121,1995,28,25,"2,344",26.0,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,1.6,2.8,0.05,0.06,0.11,0.05,0.11,Matches
58,Bryan,es ESP,"FW,MF",Tottenham,21-067,2001,9,0,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.07,0.10,0.03,0.10,Matches
59,Emi Buendía,ar ARG,"FW,MF",Aston Villa,25-115,1996,28,19,"1,575",17.5,2,4,2,0,0,1,0,0.11,0.23,0.34,0.11,0.34,2.2,2.2,4.0,6.1,0.12,0.23,0.35,0.12,0.35,Matches
60,Dan Burn,eng ENG,DF,Brighton,29-345,1992,13,12,"1,022",11.4,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.0,1.3,0.11,0.00,0.12,0.11,0.12,Matches
61,Dan Burn,eng ENG,DF,Newcastle Utd,29-345,1992,10,10,900,10.0,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,0.1,0.6,0.05,0.01,0.06,0.05,0.06,Matches
62,Jack Butland,eng ENG,GK,Crystal Palace,29-040,1993,6,5,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
63,Sam Byram,eng ENG,"DF,MF",Norwich City,28-215,1993,9,5,542,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.16,0.02,0.18,0.16,0.18,Matches
64,Willy Caballero,ar ARG,GK,Southampton,40-203,1981,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
65,Moisés Caicedo,ec ECU,MF,Brighton,20-168,2001,2,2,167,1.9,0,1,0,0,0,1,0,0.00,0.54,0.54,0.00,0.54,0.0,0.0,0.1,0.1,0.02,0.04,0.06,0.02,0.06,Matches
66,Dominic Calvert-Lewin,eng ENG,FW,Everton,25-034,1997,13,12,999,11.1,3,1,1,2,3,2,0,0.27,0.09,0.36,0.09,0.18,6.1,3.8,0.8,4.6,0.55,0.07,0.62,0.34,0.41,Matches
67,Chem Campbell,wls WAL,MF,Wolves,19-110,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
68,João Cancelo,pt POR,DF,Manchester City,27-327,1994,29,29,"2,597",28.9,1,6,1,0,0,5,0,0.03,0.21,0.24,0.03,0.24,2.9,2.9,4.0,6.9,0.10,0.14,0.24,0.10,0.24,Matches
69,Sergi Canós,es ESP,DF,Brentford,25-076,1997,30,25,"2,066",23.0,2,2,2,0,0,6,0,0.09,0.09,0.17,0.09,0.17,3.0,3.0,1.9,4.9,0.13,0.08,0.21,0.13,0.21,Matches
70,Todd Cantwell,eng ENG,"FW,MF",Norwich City,24-051,1998,8,5,441,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07,Matches
71,Matty Cash,pl POL,DF,Aston Villa,24-255,1997,31,31,"2,747",30.5,3,3,3,0,0,8,0,0.10,0.10,0.20,0.10,0.20,2.0,2.0,1.8,3.8,0.06,0.06,0.12,0.06,0.12,Matches
72,Timothy Castagne,be BEL,DF,Leicester City,26-135,1995,19,14,"1,428",15.9,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,0.1,0.1,0.4,0.5,0.01,0.03,0.03,0.01,0.03,Matches
73,Jonny Castro,es ESP,DF,Wolves,28-047,1994,7,5,536,6.0,2,0,2,0,0,1,0,0.34,0.00,0.34,0.34,0.34,0.7,0.7,0.6,1.3,0.12,0.10,0.22,0.12,0.22,Matches
74,Craig Cathcart,nir NIR,DF,Watford,33-072,1989,27,25,"2,188",24.3,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,0.3,0.4,0.00,0.01,0.02,0.00,0.02,Matches
75,Edinson Cavani,uy URU,FW,Manchester Utd,35-064,1987,12,6,615,6.8,2,1,2,0,0,0,0,0.29,0.15,0.44,0.29,0.44,3.1,3.1,1.1,4.2,0.45,0.17,0.62,0.45,0.62,Matches
76,Kayky Chagas,br BRA,FW,Manchester City,18-312,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
78,Trevoh Chalobah,eng ENG,DF,Chelsea,22-288,1999,17,14,"1,179",13.1,3,1,3,0,0,2,0,0.23,0.08,0.31,0.23,0.31,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07,Matches
79,Calum Chambers,eng ENG,DF,Arsenal,27-089,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,Matches
80,Calum Chambers,eng ENG,DF,Aston Villa,27-089,1995,6,5,452,5.0,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
81,Daniel Chesters,eng ENG,MF,West Ham,20-015,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
82,Ben Chilwell,eng ENG,DF,Chelsea,25-119,1996,6,6,540,6.0,3,1,3,0,0,0,0,0.50,0.17,0.67,0.50,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,Matches
83,Chiquinho,pt POR,"MF,DF",Wolves,22-073,2000,5,0,52,0.6,0,1,0,0,0,0,0,0.00,1.73,1.73,0.00,1.73,0.2,0.2,0.1,0.3,0.40,0.13,0.53,0.40,0.53,Matches
84,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,24-200,1997,6,4,285,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
85,Andreas Christensen,dk DEN,DF,Chelsea,26-009,1996,17,15,"1,361",15.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.7,0.03,0.02,0.04,0.03,0.04,Matches
